Format,Metric,Year,Format_Value_Num_Billions,Format_Value_Num_Millions,Actual_Value
Other Digital,Value (Adjusted),1982,,,
Other Digital,Value (Adjusted),1983,,,
Other Digital,Value (Adjusted),1984,,,
Other Digital,Value (Adjusted),1985,,,
Other Digital,Value (Adjusted),1986,,,
Other Digital,Value (Adjusted),1987,,,
Other Digital,Value (Adjusted),1988,,,
Other Digital,Value (Adjusted),1989,,,
Other Digital,Value (Adjusted),1990,,,
Other Digital,Value (Adjusted),1991,,,
Other Digital,Value (Adjusted),1992,,,
Other Digital,Value (Adjusted),1993,,,
Other Digital,Value (Adjusted),1994,,,
Other Digital,Value (Adjusted),1995,,,
Other Digital,Value (Adjusted),1996,,,
Other Digital,Value (Adjusted),1997,,,
Other Digital,Value (Adjusted),1998,,,
Other Digital,Value (Adjusted),1999,,,
Other Digital,Value (Adjusted),2000,,,
Other Digital,Value (Adjusted),2001,,,
Other Digital,Value (Adjusted),2002,,,
Other Digital,Value (Adjusted),2003,,,
Other Digital,Value (Adjusted),2004,,,
Other Digital,Value (Adjusted),2005,,,
Other Digital,Value (Adjusted),2006,,,
Other Digital,Value (Adjusted),2007,,,
Other Digital,Value (Adjusted),2008,,,
Other Digital,Value (Adjusted),2009,,,
Other Digital,Value (Adjusted),2010,,,
Other Digital,Value (Adjusted),2011,,,
Other Digital,Value (Adjusted),2012,,,
Other Digital,Value (Adjusted),2013,,,
Other Digital,Value (Adjusted),2014,,,
Other Digital,Value (Adjusted),2015,,,
Other Digital,Value (Adjusted),2016,,18.3,18.259409536
Other Digital,Value (Adjusted),2017,,17.6,17.610951915999998
Other Digital,Value (Adjusted),2018,,20.2,20.199063312
Other Digital,Value (Adjusted),2019,,21.5,21.517175006
Other Tapes,Value (Adjusted),1973,,89.8,89.82543243200001
Other Tapes,Value (Adjusted),1974,,69.0,68.970346856
Other Tapes,Value (Adjusted),1975,,48.5,48.470286245
Other Tapes,Value (Adjusted),1976,,22.9,22.914775044000002
Other Tapes,Value (Adjusted),1977,,,
Other Tapes,Value (Adjusted),1978,,,
Other Tapes,Value (Adjusted),1979,,,
Other Tapes,Value (Adjusted),1980,,,
Other Tapes,Value (Adjusted),1981,,,
Other Tapes,Value (Adjusted),1982,,,
Other Tapes,Value (Adjusted),1983,,,
Other Tapes,Value (Adjusted),1984,,,
Other Tapes,Value (Adjusted),1985,,,
Other Tapes,Value (Adjusted),1986,,,
Other Tapes,Value (Adjusted),1987,,,
Other Tapes,Value (Adjusted),1988,,,
Other Tapes,Value (Adjusted),1989,,,
Other Tapes,Value (Adjusted),1990,,,
Other Tapes,Value (Adjusted),1991,,,
Other Tapes,Value (Adjusted),1992,,,
Other Tapes,Value (Adjusted),1993,,,
Other Tapes,Value (Adjusted),1994,,,
Other Tapes,Value (Adjusted),1995,,,
Other Tapes,Value (Adjusted),1996,,,
Other Tapes,Value (Adjusted),1997,,,
Other Tapes,Value (Adjusted),1998,,,
Other Tapes,Value (Adjusted),1999,,,
Other Tapes,Value (Adjusted),2000,,,
Other Tapes,Value (Adjusted),2001,,,
Other Tapes,Value (Adjusted),2002,,,
Other Tapes,Value (Adjusted),2003,,,
Other Tapes,Value (Adjusted),2004,,,
Other Tapes,Value (Adjusted),2005,,,
Other Tapes,Value (Adjusted),2006,,,
Other Tapes,Value (Adjusted),2007,,,
Other Tapes,Value (Adjusted),2008,,,
Other Tapes,Value (Adjusted),2009,,,
Other Tapes,Value (Adjusted),2010,,,
Other Tapes,Value (Adjusted),2011,,,
Other Tapes,Value (Adjusted),2012,,,
Other Tapes,Value (Adjusted),2013,,,
Other Tapes,Value (Adjusted),2014,,,
Other Tapes,Value (Adjusted),2015,,,
Other Tapes,Value (Adjusted),2016,,,
Other Tapes,Value (Adjusted),2017,,,
Other Tapes,Value (Adjusted),2018,,,
Other Tapes,Value (Adjusted),2019,,,
Paid Subscription,Value (Adjusted),1973,,,
Paid Subscription,Value (Adjusted),1974,,,
Paid Subscription,Value (Adjusted),1975,,,
Paid Subscription,Value (Adjusted),1976,,,
Paid Subscription,Value (Adjusted),1977,,,
Paid Subscription,Value (Adjusted),1978,,,
Paid Subscription,Value (Adjusted),1979,,,
Paid Subscription,Value (Adjusted),1980,,,
Paid Subscription,Value (Adjusted),1981,,,
Paid Subscription,Value (Adjusted),1982,,,
Paid Subscription,Value (Adjusted),1983,,,
Paid Subscription,Value (Adjusted),1984,,,
Paid Subscription,Value (Adjusted),1985,,,
Paid Subscription,Value (Adjusted),1986,,,
Paid Subscription,Value (Adjusted),1987,,,
Paid Subscription,Value (Adjusted),1988,,,
Paid Subscription,Value (Adjusted),1989,,,
Paid Subscription,Value (Adjusted),1990,,,
Paid Subscription,Value (Adjusted),1991,,,
Paid Subscription,Value (Adjusted),1992,,,
Paid Subscription,Value (Adjusted),1993,,,
Paid Subscription,Value (Adjusted),1994,,,
Paid Subscription,Value (Adjusted),1995,,,
Paid Subscription,Value (Adjusted),1996,,,
Paid Subscription,Value (Adjusted),1997,,,
Paid Subscription,Value (Adjusted),1998,,,
Paid Subscription,Value (Adjusted),1999,,,
Paid Subscription,Value (Adjusted),2000,,,
Paid Subscription,Value (Adjusted),2001,,,
Paid Subscription,Value (Adjusted),2002,,,
Paid Subscription,Value (Adjusted),2003,,,
Paid Subscription,Value (Adjusted),2004,,,
Paid Subscription,Value (Adjusted),2005,,195.3,195.309904762
Paid Subscription,Value (Adjusted),2006,,261.5,261.490443452
Paid Subscription,Value (Adjusted),2007,,288.6,288.585325615
Paid Subscription,Value (Adjusted),2008,,262.9,262.896753877
Paid Subscription,Value (Adjusted),2009,,245.7,245.722059132
Paid Subscription,Value (Adjusted),2010,,249.0,249.02569431700002
Paid Subscription,Value (Adjusted),2011,,281.6,281.639931715
Paid Subscription,Value (Adjusted),2012,,445.3,445.276306223
Paid Subscription,Value (Adjusted),2013,,706.0,706.011657475
Paid Subscription,Value (Adjusted),2014,,831.8,831.834027499
Paid Subscription,Value (Adjusted),2015,1.2,,1247.676868955
Paid Subscription,Value (Adjusted),2016,2.4,,2390.487544774
Paid Subscription,Value (Adjusted),2017,3.7,,3651.028326883
Paid Subscription,Value (Adjusted),2018,4.7,,4740.333580635
Paid Subscription,Value (Adjusted),2019,5.9,,5934.397625188
Ringtones & Ringbacks,Value (Adjusted),1973,,,
Ringtones & Ringbacks,Value (Adjusted),1974,,,
Ringtones & Ringbacks,Value (Adjusted),1975,,,
Ringtones & Ringbacks,Value (Adjusted),1976,,,
Ringtones & Ringbacks,Value (Adjusted),1977,,,
Ringtones & Ringbacks,Value (Adjusted),1978,,,
Ringtones & Ringbacks,Value (Adjusted),1979,,,
Ringtones & Ringbacks,Value (Adjusted),1980,,,
Ringtones & Ringbacks,Value (Adjusted),1981,,,
Ringtones & Ringbacks,Value (Adjusted),1982,,,
Ringtones & Ringbacks,Value (Adjusted),1983,,,
Ringtones & Ringbacks,Value (Adjusted),1984,,,
Ringtones & Ringbacks,Value (Adjusted),1985,,,
Ringtones & Ringbacks,Value (Adjusted),1986,,,
Ringtones & Ringbacks,Value (Adjusted),1987,,,
Ringtones & Ringbacks,Value (Adjusted),1988,,,
Ringtones & Ringbacks,Value (Adjusted),1989,,,
Ringtones & Ringbacks,Value (Adjusted),1990,,,
Ringtones & Ringbacks,Value (Adjusted),1991,,,
Ringtones & Ringbacks,Value (Adjusted),1992,,,
Ringtones & Ringbacks,Value (Adjusted),1993,,,
Ringtones & Ringbacks,Value (Adjusted),1994,,,
Ringtones & Ringbacks,Value (Adjusted),1995,,,
Ringtones & Ringbacks,Value (Adjusted),1996,,,
Ringtones & Ringbacks,Value (Adjusted),1997,,,
Ringtones & Ringbacks,Value (Adjusted),1998,,,
Ringtones & Ringbacks,Value (Adjusted),1999,,,
Ringtones & Ringbacks,Value (Adjusted),2000,,,
Ringtones & Ringbacks,Value (Adjusted),2001,,,
Ringtones & Ringbacks,Value (Adjusted),2002,,,
Ringtones & Ringbacks,Value (Adjusted),2003,,,
Ringtones & Ringbacks,Value (Adjusted),2004,,,
Ringtones & Ringbacks,Value (Adjusted),2005,,551.9,551.89447619
Ringtones & Ringbacks,Value (Adjusted),2006,,981.3,981.286639881
Ringtones & Ringbacks,Value (Adjusted),2007,1.3,,1302.08712301
Ringtones & Ringbacks,Value (Adjusted),2008,1.2,,1160.236757964
Ringtones & Ringbacks,Value (Adjusted),2009,,837.5,837.5046709889999
Ringtones & Ringbacks,Value (Adjusted),2010,,525.3,525.2519352830001
Ringtones & Ringbacks,Value (Adjusted),2011,,313.9,313.91827739999997
Ringtones & Ringbacks,Value (Adjusted),2012,,162.6,162.565728249
Ringtones & Ringbacks,Value (Adjusted),2013,,107.5,107.548976379
Ringtones & Ringbacks,Value (Adjusted),2014,,71.6,71.61127201
Ringtones & Ringbacks,Value (Adjusted),2015,,58.9,58.874581006999996
Ringtones & Ringbacks,Value (Adjusted),2016,,60.0,59.998070883000004
Ringtones & Ringbacks,Value (Adjusted),2017,,37.0,37.040368455
Ringtones & Ringbacks,Value (Adjusted),2018,,25.4,25.41009037
Ringtones & Ringbacks,Value (Adjusted),2019,,21.4,21.426736902000002
SACD,Value (Adjusted),1973,,,
SACD,Value (Adjusted),1974,,,
SACD,Value (Adjusted),1975,,,
SACD,Value (Adjusted),1976,,,
SACD,Value (Adjusted),1977,,,
SACD,Value (Adjusted),1978,,,
SACD,Value (Adjusted),1979,,,
SACD,Value (Adjusted),1980,,,
SACD,Value (Adjusted),1981,,,
SACD,Value (Adjusted),1982,,,
SACD,Value (Adjusted),1983,,,
SACD,Value (Adjusted),1984,,,
SACD,Value (Adjusted),1985,,,
SACD,Value (Adjusted),1986,,,
SACD,Value (Adjusted),1987,,,
SACD,Value (Adjusted),1988,,,
SACD,Value (Adjusted),1989,,,
SACD,Value (Adjusted),1990,,,
SACD,Value (Adjusted),1991,,,
SACD,Value (Adjusted),1992,,,
SACD,Value (Adjusted),1993,,,
SACD,Value (Adjusted),1994,,,
SACD,Value (Adjusted),1995,,,
SACD,Value (Adjusted),1996,,,
SACD,Value (Adjusted),1997,,,
SACD,Value (Adjusted),1998,,,
SACD,Value (Adjusted),1999,,,
SACD,Value (Adjusted),2000,,,
SACD,Value (Adjusted),2001,,,
SACD,Value (Adjusted),2002,,,
SACD,Value (Adjusted),2003,,36.5,36.542277717
SACD,Value (Adjusted),2004,,22.5,22.466417152
SACD,Value (Adjusted),2005,,13.1,13.09047619
SACD,Value (Adjusted),2006,,7.0,6.974769345
SACD,Value (Adjusted),2007,,4.4,4.43977424
SACD,Value (Adjusted),2008,,3.7,3.681029526
SACD,Value (Adjusted),2009,,2.9,2.860004568
SACD,Value (Adjusted),2010,,2.0,1.993143504
SACD,Value (Adjusted),2011,,1.7,1.7048422019999998
SACD,Value (Adjusted),2012,,1.5,1.494897613
SACD,Value (Adjusted),2013,,1.1,1.0737190140000001
SACD,Value (Adjusted),2014,,0.8,0.82446336
SACD,Value (Adjusted),2015,,1.1,1.125529098
SACD,Value (Adjusted),2016,,1.3,1.28555661
SACD,Value (Adjusted),2017,,0.9,0.8871424729999999
SACD,Value (Adjusted),2018,,0.9,0.8752772670000001
SACD,Value (Adjusted),2019,,0.4,0.43330229200000003
SoundExchange Distributions,Value (Adjusted),1973,,,
SoundExchange Distributions,Value (Adjusted),1974,,,
SoundExchange Distributions,Value (Adjusted),1975,,,
SoundExchange Distributions,Value (Adjusted),1976,,,
SoundExchange Distributions,Value (Adjusted),1977,,,
SoundExchange Distributions,Value (Adjusted),1978,,,
SoundExchange Distributions,Value (Adjusted),1979,,,
SoundExchange Distributions,Value (Adjusted),1980,,,
SoundExchange Distributions,Value (Adjusted),1981,,,
SoundExchange Distributions,Value (Adjusted),1982,,,
SoundExchange Distributions,Value (Adjusted),1983,,,
SoundExchange Distributions,Value (Adjusted),1984,,,
SoundExchange Distributions,Value (Adjusted),1985,,,
SoundExchange Distributions,Value (Adjusted),1986,,,
SoundExchange Distributions,Value (Adjusted),1987,,,
SoundExchange Distributions,Value (Adjusted),1988,,,
SoundExchange Distributions,Value (Adjusted),1989,,,
SoundExchange Distributions,Value (Adjusted),1990,,,
SoundExchange Distributions,Value (Adjusted),1991,,,
SoundExchange Distributions,Value (Adjusted),1992,,,
SoundExchange Distributions,Value (Adjusted),1993,,,
SoundExchange Distributions,Value (Adjusted),1994,,,
SoundExchange Distributions,Value (Adjusted),1995,,,
SoundExchange Distributions,Value (Adjusted),1996,,,
SoundExchange Distributions,Value (Adjusted),1997,,,
SoundExchange Distributions,Value (Adjusted),1998,,,
SoundExchange Distributions,Value (Adjusted),1999,,,
SoundExchange Distributions,Value (Adjusted),2000,,,
SoundExchange Distributions,Value (Adjusted),2001,,,
SoundExchange Distributions,Value (Adjusted),2002,,,
SoundExchange Distributions,Value (Adjusted),2003,,,
SoundExchange Distributions,Value (Adjusted),2004,,9.3,9.338450502999999
SoundExchange Distributions,Value (Adjusted),2005,,26.7,26.704571429
SoundExchange Distributions,Value (Adjusted),2006,,41.6,41.594988095
SoundExchange Distributions,Value (Adjusted),2007,,44.6,44.644396527
SoundExchange Distributions,Value (Adjusted),2008,,118.7,118.74288793
SoundExchange Distributions,Value (Adjusted),2009,,185.3,185.30446263299999
SoundExchange Distributions,Value (Adjusted),2010,,292.2,292.17138900099997
SoundExchange Distributions,Value (Adjusted),2011,,331.9,331.875948591
SoundExchange Distributions,Value (Adjusted),2012,,514.4,514.445211983
SoundExchange Distributions,Value (Adjusted),2013,,647.9,647.930273827
SoundExchange Distributions,Value (Adjusted),2014,,835.2,835.213587287
SoundExchange Distributions,Value (Adjusted),2015,,865.7,865.719793095
SoundExchange Distributions,Value (Adjusted),2016,,941.5,941.5359647839999
SoundExchange Distributions,Value (Adjusted),2017,,680.0,680.027594648
SoundExchange Distributions,Value (Adjusted),2018,,970.1,970.0645127380001
SoundExchange Distributions,Value (Adjusted),2019,,908.2,908.2
Synchronization,Value (Adjusted),1973,,,
Synchronization,Value (Adjusted),1974,,,
Synchronization,Value (Adjusted),1975,,,
Synchronization,Value (Adjusted),1976,,,
Synchronization,Value (Adjusted),1977,,,
Synchronization,Value (Adjusted),1978,,,
Synchronization,Value (Adjusted),1979,,,
Synchronization,Value (Adjusted),1980,,,
Synchronization,Value (Adjusted),1981,,,
Synchronization,Value (Adjusted),1982,,,
Synchronization,Value (Adjusted),1983,,,
Synchronization,Value (Adjusted),1984,,,
Synchronization,Value (Adjusted),1985,,,
Synchronization,Value (Adjusted),1986,,,
Synchronization,Value (Adjusted),1987,,,
Synchronization,Value (Adjusted),1988,,,
Synchronization,Value (Adjusted),1989,,,
Synchronization,Value (Adjusted),1990,,,
Synchronization,Value (Adjusted),1991,,,
Synchronization,Value (Adjusted),1992,,,
Synchronization,Value (Adjusted),1993,,,
Synchronization,Value (Adjusted),1994,,,
Synchronization,Value (Adjusted),1995,,,
Synchronization,Value (Adjusted),1996,,,
Synchronization,Value (Adjusted),1997,,,
Synchronization,Value (Adjusted),1998,,,
Synchronization,Value (Adjusted),1999,,,
Synchronization,Value (Adjusted),2000,,,
Synchronization,Value (Adjusted),2001,,,
Synchronization,Value (Adjusted),2002,,,
Synchronization,Value (Adjusted),2003,,,
Synchronization,Value (Adjusted),2004,,,
Synchronization,Value (Adjusted),2005,,,
Synchronization,Value (Adjusted),2006,,,
Synchronization,Value (Adjusted),2007,,,
Synchronization,Value (Adjusted),2008,,,
Synchronization,Value (Adjusted),2009,,239.8,239.76371628200002
Synchronization,Value (Adjusted),2010,,221.2,221.238928991
Synchronization,Value (Adjusted),2011,,223.3,223.33432841799998
Synchronization,Value (Adjusted),2012,,212.2,212.233985813
Synchronization,Value (Adjusted),2013,,208.2,208.162343515
Synchronization,Value (Adjusted),2014,,204.9,204.875818427
Synchronization,Value (Adjusted),2015,,218.9,218.894529344
Synchronization,Value (Adjusted),2016,,228.8,228.847859543
Synchronization,Value (Adjusted),2017,,242.1,242.063251407
Synchronization,Value (Adjusted),2018,,290.7,290.686928901
Synchronization,Value (Adjusted),2019,,276.3,276.262360199
Vinyl Single,Value (Adjusted),1973,1.1,,1094.027702703
Vinyl Single,Value (Adjusted),1974,1.0,,1006.033630832
Vinyl Single,Value (Adjusted),1975,1.0,,1005.045641264
Vinyl Single,Value (Adjusted),1976,1.1,,1101.257130053
Vinyl Single,Value (Adjusted),1977,1.0,,1034.018658416
Vinyl Single,Value (Adjusted),1978,1.0,,1020.6674401839999
Vinyl Single,Value (Adjusted),1979,1.2,,1245.183404959
Vinyl Single,Value (Adjusted),1980,,775.7,775.6583737860001
Vinyl Single,Value (Adjusted),1981,,721.1,721.1271155119999
Vinyl Single,Value (Adjusted),1982,,749.8,749.750580311
Vinyl Single,Value (Adjusted),1983,,691.2,691.2492981930001
Vinyl Single,Value (Adjusted),1984,,735.0,734.9831174210001
Vinyl Single,Value (Adjusted),1985,,667.7,667.654433086
Vinyl Single,Value (Adjusted),1986,,532.1,532.074468066
Vinyl Single,Value (Adjusted),1987,,457.5,457.52700792300004
Vinyl Single,Value (Adjusted),1988,,389.9,389.860716822
Vinyl Single,Value (Adjusted),1989,,240.0,239.9877
Vinyl Single,Value (Adjusted),1990,,184.7,184.652033665
Vinyl Single,Value (Adjusted),1991,,119.9,119.944803965
Vinyl Single,Value (Adjusted),1992,,121.0,120.995187455
Vinyl Single,Value (Adjusted),1993,,90.6,90.58573287200001
Vinyl Single,Value (Adjusted),1994,,81.4,81.423821862
Vinyl Single,Value (Adjusted),1995,,78.3,78.341088583
Vinyl Single,Value (Adjusted),1996,,77.4,77.397753346
Vinyl Single,Value (Adjusted),1997,,56.7,56.70647476600001
Vinyl Single,Value (Adjusted),1998,,40.3,40.309109815999996
Vinyl Single,Value (Adjusted),1999,,42.8,42.814107443000005
Vinyl Single,Value (Adjusted),2000,,39.0,39.046336237
Vinyl Single,Value (Adjusted),2001,,45.3,45.328231508
Vinyl Single,Value (Adjusted),2002,,35.4,35.385543635
Vinyl Single,Value (Adjusted),2003,,29.9,29.872964674000002
Vinyl Single,Value (Adjusted),2004,,26.9,26.93263261
Vinyl Single,Value (Adjusted),2005,,17.3,17.279428571
Vinyl Single,Value (Adjusted),2006,,12.6,12.554584820999999
Vinyl Single,Value (Adjusted),2007,,4.9,4.933082488999999
Vinyl Single,Value (Adjusted),2008,,3.4,3.44354375
Vinyl Single,Value (Adjusted),2009,,3.0,2.979171425
Vinyl Single,Value (Adjusted),2010,,2.7,2.696605918
Vinyl Single,Value (Adjusted),2011,,5.2,5.2281827519999995
Vinyl Single,Value (Adjusted),2012,,5.3,5.281477044
Vinyl Single,Value (Adjusted),2013,,3.3,3.269213385
Vinyl Single,Value (Adjusted),2014,,5.9,5.938887283
Vinyl Single,Value (Adjusted),2015,,6.2,6.205390252999999
Vinyl Single,Value (Adjusted),2016,,5.2,5.198931395
Vinyl Single,Value (Adjusted),2017,,6.3,6.33967756
Vinyl Single,Value (Adjusted),2018,,5.4,5.3861967470000005
Vinyl Single,Value (Adjusted),2019,,6.8,6.795945687000001
